% Model,binary computational imaging.mph
% Version,COMSOL 5.3.1.180
% Date,"Oct 9 2019, 11:36"
% Dimension,1
% Nodes,14660
% Expressions,1
% Description,Line graph
% cln1x,Height
0,7.362791110960468E-5
0.08949355812448798,7.40646368881964E-5
0.2427173773392468,7.471592012917825E-5
0.3959411965540341,7.532911473508008E-5
0.4854347546784794,7.56469480629406E-5
0.5749283128029391,7.60008838149706E-5
0.7281521320177404,7.654438253972886E-5
0.8813759512325134,7.708413528885111E-5
0.970869509356973,7.737787140099138E-5
1.0603630674814326,7.772335971209742E-5
1.2135868866962196,7.828352068806269E-5
1.3668107059110213,7.887691059963519E-5
1.4563042640354524,7.921495703607809E-5
1.545797822159912,7.960984958674818E-5
1.6990216413746995,8.026001934282059E-5
1.852245460589501,8.093889546669185E-5
1.9417390187139463,8.131770307196304E-5
2.03123257683842,8.17408724750748E-5
2.184456396053193,8.240667695402022E-5
2.33768021526798,8.305057761275846E-5
2.4271737733924397,8.338139156156593E-5
2.5166673315168855,8.373587803486191E-5
2.6698911507316727,8.423746690458634E-5
2.8231149699464453,8.466083984365464E-5
2.9126085280709186,8.483906783460472E-5
3.0021020861953644,8.503014794735409E-5
3.15532590541018,8.523167125342665E-5
3.3085497246249536,8.534235873823427E-5
3.3980432827494127,8.53387954908199E-5
3.4875368408738443,8.53578097663788E-5
3.6407606600886457,8.529147013233666E-5
3.7939844793034183,8.51809296860421E-5
3.883478037427892,8.507501464577578E-5
3.9729715955523806,8.501559145494162E-5
4.126195414767125,8.48701411159773E-5
4.279419233981913,8.475019572289232E-5
4.368912792106386,8.46692553335735E-5
4.458406350230846,8.465222906368043E-5
4.611630169445618,8.461419036425404E-5
4.7648539886604055,8.462943311588772E-5
4.854347546784865,8.46317986470693E-5
4.943841104909325,8.46913159330555E-5
5.097064924124112,8.476323684530686E-5
5.2502887433389,8.484319315116236E-5
5.339782301463345,8.485534990910573E-5
5.429275859587804,8.489897443926533E-5
5.582499678802606,8.488593786942218E-5
5.735723498017378,8.480442113867387E-5
5.825217056141852,8.468851764822634E-5
5.914710614266298,8.458412436627097E-5
6.067934433481085,8.428019097686552E-5
6.221158252695857,8.387371786666484E-5
6.310651810820318,8.35614771984892E-5
6.4001453689448065,8.326619125125756E-5
6.5533691881595635,8.265755357971708E-5
6.706593007374366,8.199099797530306E-5
6.796086565498812,8.155663586500186E-5
6.885580123623286,8.116711498147605E-5
7.038803942838058,8.046522367009348E-5
7.192027762052846,7.979369993889497E-5
7.28152132017729,7.939788600274849E-5
7.371014878301765,7.907224046897122E-5
7.524238697516537,7.853289121828126E-5
7.67746251673131,7.807161770688124E-5
7.766956074855785,7.781136489813196E-5
7.856449632980258,7.76179094226573E-5
8.009673452195045,7.728920016607952E-5
8.162897271409806,7.699378591820485E-5
8.252390829534278,7.680057328053946E-5
8.341884387658766,7.664429952962247E-5
8.49510820687351,7.631111095974743E-5
8.64833202608824,7.591886954601083E-5
8.737825584212757,7.562796551293093E-5
8.827319142337274,7.534800667710781E-5
8.98054296155199,7.475406081110749E-5
9.133766780766692,7.405477334182761E-5
9.223260338891237,7.357442891446126E-5
