% Model,binary computational imaging.mph
% Version,COMSOL 5.3.1.180
% Date,"Oct 9 2019, 11:38"
% Dimension,1
% Nodes,14660
% Expressions,1
% Description,Line graph
% cln1x,Height
0,1.4975018185546214
0.08949355812448798,1.5074471489888857
0.2427173773392468,1.521850734446635
0.3959411965540341,1.5310081924664398
0.4854347546784794,1.5348050243403906
0.5749283128029391,1.5412149984356496
0.7281521320177404,1.54939770072389
0.8813759512325134,1.5522333629397669
0.970869509356973,1.5523483090035668
1.0603630674814326,1.5551845100672288
1.2135868866962196,1.5575669635959284
1.3668107059110213,1.5551236436227827
1.4563042640354524,1.5524430078841278
1.545797822159912,1.5527579558754434
1.6990216413746995,1.5514743943632632
1.852245460589501,1.5461945546718379
1.9417390187139463,1.5422176629943087
2.03123257683842,1.5414725271188463
2.184456396053193,1.538878346526073
2.33768021526798,1.5327740999305919
2.4271737733924397,1.528452546054447
2.5166673315168855,1.5273745224594109
2.6698911507316727,1.524198520886286
2.8231149699464453,1.5173014547508172
2.9126085280709186,1.5123337486224886
3.0021020861953644,1.5104090694898995
3.15532590541018,1.5053324675262132
3.3085497246249536,1.4958598223020043
3.3980432827494127,1.4890500670644782
3.4875368408738443,1.4850509956018527
3.6407606600886457,1.4759528164764488
3.7939844793034183,1.4619190877219905
3.883478037427892,1.4522480694896334
3.9729715955523806,1.4453396844852135
4.126195414767125,1.4312468954209026
4.279419233981913,1.412377675480466
4.368912792106386,1.4000465551028067
4.458406350230846,1.3907027441213609
4.611630169445618,1.3730220567469735
4.7648539886604055,1.3514158951306308
4.854347546784865,1.3379108138974982
4.943841104909325,1.3277131746018787
5.097064924124112,1.3092765163754632
5.2502887433389,1.2877003737367416
5.339782301463345,1.2744980585684211
5.429275859587804,1.264713271390706
5.582499678802606,1.2471582993447494
5.735723498017378,1.2264448858902435
5.825217056141852,1.213621599657715
5.914710614266298,1.2040161939163816
6.067934433481085,1.1862793478634122
6.221158252695857,1.1645978723014896
6.310651810820318,1.1507874331869807
6.4001453689448065,1.1398664235286262
6.5533691881595635,1.1191743193215058
6.706593007374366,1.093679348229475
6.796086565498812,1.0772907171402752
6.885580123623286,1.0636306448178516
7.038803942838058,1.0380018854736157
7.192027762052846,1.0074857895012994
7.28152132017729,0.9882511871383914
7.371014878301765,0.9719484315463484
7.524238697516537,0.9423795326324003
7.67746251673131,0.9088730723308169
7.766956074855785,0.8884078843636282
7.856449632980258,0.8712877969414377
8.009673452195045,0.8412566207028724
8.162897271409806,0.8083871364789148
8.252390829534278,0.788722538140377
8.341884387658766,0.7725952381827026
8.49510820687351,0.7445923607571805
8.64833202608824,0.7138596365198789
8.737825584212757,0.6953383641883539
8.827319142337274,0.680125017181599
8.98054296155199,0.6530980653680123
9.133766780766692,0.622369480926867
9.223260338891237,0.6033133923142222
9.312753897015796,0.5871294970665122
9.46597771623047,0.5574928195184155
9.619201535445129,0.5229913833759751
9.7086950935697,0.5012453067624816
9.798188651694247,0.48213002851812664
9.951412470908918,0.44708189717466695
10.104636290123521,0.40698816519266606
10.19412984824814,0.38206481546415455
10.283623406372783,0.3600230074917202
10.436847225587329,0.3207101122333211
10.590071044801604,0.2775975810095414
10.679564602926488,0.2515998650705909
10.769058161051532,0.2290334392803523
10.92228198026561,0.19005915540065088
11.075505799479146,0.14871886407167473
11.16499935760467,0.1243066240068035
11.254492915730523,0.10355810642732062
11.407716734943593,0.06805283626855635
11.560940554155293,0.030210802273468975
11.650434112282381,0.007648728778819736
11.73992767041021,-0.011587945343349452
11.893151489620864,-0.04537395618834322
12.046375308828658,-0.08286669980542344
12.135868866959129,-0.10596069681573245
12.225362425091307,-0.1263052243025756
12.378586244296812,-0.1632403946700303
12.531810063495968,-0.20536982165990783
12.621303621634112,-0.23177102433877367
12.710797179776023,-0.25568946317041147
12.86402099897005,-0.2991348601097083
13.01724481814975,-0.3478091211214675
13.106738376304946,-0.37780307604480073
13.196231934468589,-0.40490021004702925
13.349455753636692,-0.4526333575904428
13.50267957277302,-0.5037863970974215
13.592173130966174,-0.5342729586374677
13.681666689178158,-0.5611480078593863
13.834890508288975,-0.606975667012709
13.988114327329598,-0.6546045380406892
14.07760788560664,-0.6824813371766874
14.167101443925034,-0.7065971469489353
14.320325262909504,-0.7476277067159951
14.473549081740856,-0.7909386741955102
14.563042640201092,-0.816770042875744
14.652536198751593,-0.8394109004619512
14.805760017460715,-0.879313726778482
14.95898383583831,-0.9235149147244964
15.048477394695412,-0.9508746206729961
15.137970953747853,-0.9757656456298308
15.29119477186137,-1.0210344349835943
15.444418589261772,-1.072258632857202
15.533912148972318,-1.1043035402669057
15.623405709102625,-1.1340365657751115
15.776629525937194,-1.1876225045837847
15.92985334124903,-1.246554912647104
16.0193469027804,-1.2824926023017875
16.108840465209486,-1.3154010223900312
16.262064279309783,-1.3725932415111193
16.41528809015777,-1.432614446715261
16.504781655570998,-1.467995065347225
16.594275222873662,-1.4995829311126154
16.747499031096538,-1.5530444486376394
16.90072283285696,-1.6081222080698803
16.990216406288965,-1.6403754380197717
17.079709553407554,-1.6690039598401436
17.232933641279786,-1.7180830962264426
17.386158817060675,-1.770275414926359
17.475650735977354,-1.801779560263701
17.565143275456478,-1.8305203971986588
17.718375044777947,-1.8817561864468353
17.87161507916366,-1.938657699739831
17.961132013656112,-1.974062181469214
18.050886708274273,-2.007484280405376
18.204039054278525,-2.067798400907968
18.35648476074771,-2.1344902452245504
18.44687762458021,-2.176329323343373
18.537934237219847,-2.2161205973673623
18.689470486244048,-2.28449040465182
18.840257474093576,-2.3571212501038468
18.931622294672707,-2.402074573000984
19.026941803066766,-2.4455371927362086
19.17167215671458,-2.511249849436407
19.305760699579448,-2.5742363697473385
19.411338670555736,-2.623397913399143
19.526063470331053,-2.6722728676794794
19.651484569770474,-2.7247796291507154
19.758641707322624,-2.7722101321653474
19.899372523701018,-2.8331653594916135
20.07895267436864,-2.9076144832576665
20.126704751645295,-2.927370787032724
20.15612272422355,-2.9408232913803696
20.361142976386194,-3.030652285435037
20.45526632587311,-3.0738946116465806
20.618071386064457,3.1326799501298503
20.738453208131517,3.07300654704618
20.904335605507253,2.987886121709315
21.028242384113355,2.9212555202673944
21.20008757995213,2.8267059613290946
21.321075719981692,2.7580964265211296
21.498215578140417,2.6577888419769264
21.616585591551413,2.5901261078767015
21.797422209527046,2.4892635139408297
21.915460545157377,2.42381506941163
22.09682332531429,2.326640879317561
22.214633408419704,2.263895796308077
22.396263766462468,2.169664848593487
22.514061118604445,2.1079465135511146
22.695662396331965,2.01331882631976
22.813541079439975,1.949860197612917
22.994982506493496,1.8505938773520023
23.112959706572898,1.7827870799236345
23.294305522778274,1.6757648738141362
23.412324200422628,1.6024803019310467
23.59369217626229,1.487584319988567
23.711687738285008,1.4100411767714365
23.89313110280588,1.2907504092112148
24.01104707605711,1.2120993639467401
24.192554128700326,1.093596374369729
24.31039190517805,1.0169422410920643
24.491931191092974,0.9027236703974566
24.6097568361522,0.829139585168084
24.79134860277674,0.7189478527660783
24.909149282593265,0.647093652919088
25.090780878993005,0.537447690535375
25.208551477070724,0.4644322995546337
25.390206417178632,0.35057381963240036
25.507955846410628,0.2734388066410036
25.689619790015886,0.15174168256754406
25.80735561573735,0.06905063161185784
25.989028080750153,-0.06075438233446844
26.106755779521233,-0.14779041704794854
26.28843629177507,-0.28186974503945145
26.40615737729404,-0.3698185233233084
26.587843442946312,-0.5024576625262214
26.705559716347523,-0.5879521173456809
26.887248351038977,-0.7155156550783478
27.004961730498113,-0.7975386294089882
27.186651536705643,-0.9206964522779915
27.304363324064823,-1.001002502344258
27.48605386824194,-1.1239542436079837
27.603764746559804,-1.2058842041907492
27.785455752339004,-1.3339412378858735
27.90316610202979,-1.4206364953946955
28.084857330158872,-1.5573464824727967
28.202567396797864,-1.6498864007984833
28.38425871386082,-1.7945057154050825
28.50196864248142,-1.8907750029621546
28.683659996478255,-2.0379774396391768
28.80136986115862,-2.1337062242707923
28.98306123236257,-2.27704703134106
29.10077106792079,-2.3688656445755187
29.282462446853916,-2.505432050511849
29.40017226951926,-2.5931562738187663
29.581863651556546,-2.7251845390270395
29.69957346877213,-2.8116199684849326
29.88126485197001,-2.94474601951874
29.99897466700478,-3.033951724782936
30.180666050630432,3.109089432014239
30.298375864834934,3.0139830303376183
30.480067248617132,2.8640368210653326
30.597777062517867,2.7629503652833547
30.77946844635585,2.606084071679276
30.897178260149044,2.5026900253840654
31.07886964400615,2.346273166886081
31.196579457762454,2.245611774584897
31.378270841625948,2.0960517592656864
31.49598065537001,2.000685024992449
31.67767203923555,1.8587936034883537
31.795381852975645,1.7672551214365633
31.977073236841832,1.6282950225838504
32.0947830505807,1.536364711123079
32.276474434447096,1.3931028353229118
32.39418424818557,1.2961611139515865
32.57587563205203,1.142748435749052
32.693585445790376,1.0384189832107427
32.875276829656855,0.8743851772370314
32.99298664339518,0.764741593267625
33.17467802726168,0.5966854468635059
33.29238784099999,0.487576322526352
33.474079224866486,0.32488101577338563
33.59178903860479,0.22145876508776097
33.77348042247129,0.06887396945607664
33.891190236209596,-0.028261891490071127
34.07288162007609,-0.17351841140726898
34.19059143381438,-0.2681656648920846
34.372282817680876,-0.41391357428457254
34.489992631419184,-0.5118162969114003
34.67168401528569,-0.6666469598847705
34.78939382902398,-0.7725196713280564
34.971085212890465,-0.9409012748130645
35.08879502662879,-1.055105545439504
35.270486410495266,-1.232881540974798
35.38819622423358,-1.3497811516963047
35.569887608100075,-1.525451533922189
35.68759742183836,-1.6372374005088643
35.86928880570486,-1.8012508132096037
35.98699861944317,-1.904470507774968
36.16869000330966,-2.0565504894457125
36.286399817047965,-2.154042366160105
36.468091200914465,-2.30204338634221
36.58580101465277,-2.4004364937241482
36.767492398519266,-2.555463329693263
